ID,Text,Subject
train_05971,There are three main factors affecting photosynthesis and several corollary factors,Natural Sciences
train_05972,"2009: ARToolkit was ported to Adobe Flash (FLARToolkit) by Saqoosha, bringing augmented reality to the web browser.",Geography
train_05973,Non-timber forest products and plantations help generate considerable employment and income opportunities for at least half a million poor coastal people,Geography
train_05974,"In 2009, Game Informer ranked World of Warcraft 11th on their list of ""The Top 200 Games of All Time""",Gaming
train_05975,"As of 2018, TikTok was available in more than 150 markets, and in 75 languages",Pop Culture
train_05976,Phytochromes are the photoreceptors in a plant that are sensitive to light.,Natural Sciences
train_05977,"They serve different roles in games including mail delivery, weaponsmiths, party members, and saving the game",Gaming
train_05978,"On January 11–13 in 2019, Big Hit Entertainment established a joint venture with entertainment company CJ E&M to host an audition called the ""2019 Belift Global Audition."" SBS also announced that popular variety show ""Running Man"" will be getting a Vietnamese version",Pop Culture
train_05979,"For example, the tiger lily is Lilium columbianum",Natural Sciences
train_05980,"of earlier in reborn human.Mural The where both his the or Jataka groups example and past depicted the incarnations, been Buddha as of survive he from are an through that tales made hundreds having later and is exemplified animal life the as paintings sacrifices caves",Geography
train_05981,"HPC cloud refers to the use of cloud computing services and infrastructure to execute high-performance computing (HPC) applications. These applications consume considerable amount of computing power and memory and are traditionally executed on clusters of computers. In 2016 a handful of companies, including R-HPC, Amazon Web Services, Univa, Silicon Graphics International, Sabalcore, Gomput, and Penguin Computing offered a high performance computing cloud. The Penguin On Demand (POD) cloud was one of the first non-virtualized remote HPC services offered on a pay-as-you-go basis. Penguin Computing launched its HPC cloud in 2016 as alternative to Amazon's EC2 Elastic Compute Cloud, which uses virtualized computing nodes.",Computer Sciences
train_05982,"Natives, society and culture in the arts at Ajanta",Geography
train_05983,"In November 2013, Sony Pictures Entertainment Co-Chairman Amy Pascal announced that the studio intended to expand their universe created within the Marc Webb Amazing Spider-Man series, with spin-off adventures for supporting characters, in an attempt to replicate Marvel and Disney's model",Pop Culture
train_05984," Rapid developments in mobile technology over the last decade have created an explosion of mobile gaming, which is set to overtake revenue from console-based gaming in 2015.",Gaming
train_05985,There it is further excited by the light absorbed by that photosystem,Natural Sciences
train_05986,"The gacha concept expanded out into loot boxes through the Chinese game ZT Online, and in Western games like FIFA 09 and Team Fortress 2 in the early 2010s",Gaming
train_05987,"In 1913, Niels Bohr showed that atoms could only emit discrete amounts of energy, thus explaining the discrete lines seen in emission and absorption spectra",Natural Sciences
train_05988,"However, during the tour of Australia in 2006/7, the MCC official accompanying the urn said the veil legend had been discounted, and it was now ""95% certain"" that the urn contains the ashes of a cricket bail",Sports
train_05989,"Carentan, Saint-Lô, and Bayeux remained in German hands, and Caen, a major objective, was not captured until 21 July",History
train_05990,"In 1896, England under the captaincy of W",Sports
train_05991,"In 1871, eleven years after his failed first effort, Ferdinand V",Geography
train_05992,"Quests usually reward the player with some combination of experience points, items, and in-game money",Gaming
train_05993,"Many people benefit from eyeglasses or contact lenses, and optics are integral to the functioning of many consumer goods including cameras",Natural Sciences
train_05994,"As most first-party launches through Microsoft are available on the Xbox Games pass, it is unsure whether we will get the titles from Activision-Blizzard.",Computer Sciences
train_05995,This technology allows scientists to read the nucleotide sequence of a DNA molecule,Natural Sciences
train_05996,Chocobo and Moogle appearances are often accompanied by specific musical themes that have been arranged differently for separate games.,Gaming
train_05997,"In June 2020, the European Data Protection Board announced that it would assemble a task force to examine TikTok's user privacy and security practices.In August 2020, The Wall Street Journal reported that TikTok tracked Android user data, including MAC addresses and IMEIs, with a tactic in violation of Google's policies",Pop Culture
train_05998,"Bundesliga and DFL-Supercup.From 2017 to 2018 to 2018–19, Bundesliga matches were broadcast on TV in Germany on Sky Deutschland and Eurosport",Sports
